lat,lon,date,temperature,humidity,wind_speed,soil_moisture
41.125,22.625,2020-01-21,6.1,47,22.5,0.29
41.125,20.625,2020-01-22,8.4,32,8.9,0.332
41.375,21.875,2020-01-22,8.4,22,5.3,0.317
42.375,20.875,2020-01-22,7.2,13,7.9,0.293
41.375,21.875,2020-01-23,5.7,24,8.8,0.316
42.375,20.875,2020-01-23,6.5,13,17.4,0.293
41.625,22.875,2020-01-23,3.4,26,22.3,0.33
41.125,22.125,2020-01-23,-0.5,25,21.1,0.345
41.125,21.375,2020-01-23,7.5,35,9.3,0.295
41.875,22.375,2020-01-23,6.9,29,11.5,0.291
41.875,21.625,2020-01-23,5.3,46,19.1,0.286
42.125,22.625,2020-01-23,4.0,11,20.8,0.322
41.375,21.875,2020-01-24,6.6,28,4.0,0.316
40.875,22.625,2020-01-24,10.3,45,12.6,0.29
41.125,22.625,2020-01-24,9.6,41,11.6,0.288
41.375,22.875,2020-01-24,7.1,47,4.6,0.344
41.875,22.875,2020-01-24,6.8,28,7.6,0.281
41.875,22.625,2020-01-24,7.4,34,9.0,0.294
42.125,21.125,2020-01-25,8.2,28,5.4,0.339
41.625,21.875,2020-01-25,8.2,41,5.5,0.278
41.875,22.375,2020-01-25,10.0,35,7.7,0.288
41.875,22.125,2020-01-25,8.1,37,5.5,0.287
41.375,22.875,2020-01-26,12.8,42,5.4,0.343
41.375,21.875,2020-01-26,9.2,59,5.6,0.316
41.375,21.875,2020-01-28,11.9,42,10.5,0.352
41.375,21.875,2020-01-30,5.5,56,10.1,0.353
41.375,21.875,2020-01-31,11.8,30,7.7,0.338
40.875,22.625,2020-01-31,11.2,41,9.6,0.289
41.375,21.875,2020-02-01,13.1,56,7.8,0.327
41.375,21.375,2020-02-01,14.0,58,7.4,0.318
42.375,21.625,2020-02-01,12.0,53,6.9,0.345
41.375,21.875,2020-02-02,13.1,62,6.4,0.317
41.625,22.375,2020-02-02,13.2,59,12.2,0.303
41.625,21.875,2020-02-02,14.1,53,5.8,0.266
41.625,21.625,2020-02-02,14.8,57,7.4,0.295
42.125,21.375,2020-02-02,11.9,53,5.4,0.323
42.375,20.625,2020-02-02,15.6,54,9.0,0.368
41.375,21.875,2020-02-03,15.6,51,11.9,0.31
41.125,22.875,2020-02-03,15.6,54,13.2,0.293
41.625,22.125,2020-02-03,13.1,55,6.7,0.28
41.875,21.875,2020-02-03,14.1,50,8.0,0.264
42.125,21.125,2020-02-03,15.8,51,6.8,0.327
41.375,21.875,2020-02-04,15.2,49,12.5,0.305
41.125,22.625,2020-02-08,9.1,42,18.1,0.27
41.375,21.875,2020-02-08,3.9,53,12.2,0.314
41.375,21.875,2020-02-09,7.3,44,6.0,0.341
41.875,22.125,2020-02-09,7.3,38,6.8,0.282
42.125,21.875,2020-02-09,7.6,40,8.4,0.295
41.375,21.875,2020-02-10,9.4,55,9.8,0.361
41.375,21.875,2020-02-11,15.4,50,14.7,0.368
41.375,22.125,2020-02-11,16.1,47,19.6,0.332
41.375,21.875,2020-02-12,8.6,58,8.4,0.364
41.375,21.875,2020-02-13,9.1,48,8.9,0.357
41.125,22.125,2020-02-13,1.8,45,8.3,0.393
41.875,22.125,2020-02-13,9.1,39,11.1,0.273
41.375,21.875,2020-02-14,10.7,55,6.8,0.367
41.375,21.875,2020-02-15,7.3,54,18.0,0.383
41.375,21.875,2020-02-16,9.0,57,6.6,0.359
41.375,21.875,2020-02-17,11.4,40,6.2,0.344
41.625,22.875,2020-02-17,10.4,42,7.1,0.348
41.875,21.625,2020-02-17,11.9,40,6.8,0.3
41.375,21.875,2020-02-18,14.1,32,11.2,0.341
42.125,20.875,2020-02-18,13.8,15,6.9,0.455
41.125,21.125,2020-02-18,13.6,35,11.8,0.363
41.625,21.125,2020-02-18,14.9,26,10.6,0.356
41.875,21.875,2020-02-18,16.4,28,22.0,0.292
41.875,22.625,2020-02-18,15.7,25,11.0,0.32
42.375,21.375,2020-02-18,15.2,34,10.9,0.315
42.375,22.375,2020-02-18,12.1,30,14.3,0.361
41.375,21.875,2020-02-19,10.1,55,7.1,0.341
41.875,20.875,2020-02-19,9.6,64,8.1,0.365
41.875,22.375,2020-02-19,12.5,56,10.2,0.3
41.375,21.875,2020-02-21,7.1,48,9.5,0.364
41.875,21.875,2020-02-21,9.6,39,20.5,0.287
41.375,22.875,2020-02-22,9.0,40,8.7,0.345
41.875,22.375,2020-02-22,10.0,40,8.3,0.274
41.375,21.875,2020-02-23,11.5,26,6.5,0.348
41.375,21.375,2020-02-23,12.3,24,5.9,0.313
41.375,21.875,2020-02-24,13.4,40,14.6,0.342
42.125,21.125,2020-02-24,15.0,44,10.5,0.355
41.125,22.625,2020-02-24,17.9,36,23.9,0.256
41.375,20.875,2020-02-24,14.6,42,9.3,0.348
41.625,21.625,2020-02-24,16.3,33,16.5,0.299
41.875,22.375,2020-02-24,17.0,35,17.4,0.272
42.125,21.625,2020-02-24,16.5,36,19.8,0.261
42.125,20.875,2020-02-24,9.1,33,10.9,0.451
41.375,21.875,2020-02-25,15.4,42,7.2,0.337
41.125,21.375,2020-02-25,18.2,37,13.3,0.292
41.375,22.875,2020-02-25,12.2,43,6.8,0.344
41.375,22.625,2020-02-25,11.9,51,17.3,0.322
41.625,21.875,2020-02-25,15.1,31,15.2,0.275
41.625,20.625,2020-02-25,7.8,55,11.3,0.498
41.875,21.875,2020-02-25,14.6,33,19.3,0.262
41.875,22.375,2020-02-25,16.6,40,11.8,0.271
41.875,21.625,2020-02-25,14.6,30,19.6,0.289
42.375,21.875,2020-02-25,14.5,25,19.8,0.338
42.375,21.625,2020-02-25,11.5,27,17.9,0.308
42.375,22.125,2020-02-25,12.2,39,13.1,0.307
42.375,21.375,2020-02-25,15.9,38,13.4,0.297
41.375,21.875,2020-02-26,16.3,37,18.7,0.32
40.875,22.125,2020-02-26,15.9,54,13.5,0.331
41.125,21.625,2020-02-26,15.3,41,21.9,0.295
41.125,21.375,2020-02-26,16.1,40,17.3,0.273
41.375,21.125,2020-02-26,10.9,40,23.4,0.305
41.625,21.875,2020-02-26,19.6,30,15.5,0.266
41.625,21.125,2020-02-26,12.6,39,19.0,0.308
41.875,22.375,2020-02-26,18.1,36,17.3,0.249
41.875,22.625,2020-02-26,16.3,38,14.4,0.259
41.875,22.125,2020-02-26,16.2,38,20.0,0.253
42.125,21.625,2020-02-26,17.2,40,12.9,0.265
42.375,21.625,2020-02-26,13.7,44,15.8,0.291
42.125,21.375,2020-02-26,12.4,50,15.1,0.255
41.375,21.875,2020-02-27,9.9,37,19.8,0.305
42.125,21.875,2020-02-27,9.3,50,30.6,0.242
40.875,21.625,2020-02-28,9.0,55,21.2,0.271
41.375,21.875,2020-02-29,7.5,30,11.8,0.332
41.375,22.625,2020-02-29,6.7,40,24.3,0.332
41.375,21.875,2020-03-01,12.6,24,6.8,0.316
41.875,22.375,2020-03-01,13.9,35,10.2,0.288
40.875,21.125,2020-03-01,9.7,40,10.7,0.23
41.125,21.375,2020-03-01,14.1,24,7.3,0.259
41.375,21.375,2020-03-01,14.6,27,11.8,0.278
41.375,21.875,2020-03-02,17.5,40,15.1,0.287
40.875,21.625,2020-03-02,16.2,44,21.1,0.26
40.875,21.375,2020-03-02,17.7,44,13.4,0.258
41.625,21.625,2020-03-02,19.6,37,17.5,0.262
41.875,22.125,2020-03-02,16.9,45,15.9,0.279
41.875,22.375,2020-03-02,19.1,45,16.3,0.277
41.875,22.625,2020-03-02,17.0,44,15.3,0.3
41.375,21.875,2020-03-03,16.7,42,11.6,0.263
41.375,21.875,2020-03-05,9.1,42,12.7,0.362
41.375,21.875,2020-03-06,12.9,33,4.9,0.341
42.125,21.375,2020-03-11,9.9,47,10.4,0.354
40.875,21.375,2020-03-11,12.3,54,12.0,0.293
41.375,21.875,2020-03-11,10.5,50,11.0,0.372
41.375,21.875,2020-03-12,16.8,47,7.8,0.359
40.875,21.625,2020-03-12,17.4,42,13.0,0.272
41.125,20.625,2020-03-12,14.6,55,7.2,0.374
41.375,21.375,2020-03-12,17.8,50,6.8,0.344
42.125,21.125,2020-03-12,18.6,44,5.4,0.362
41.375,21.875,2020-03-13,20.1,45,7.2,0.338
41.375,22.125,2020-03-13,19.5,38,8.6,0.326
41.875,21.625,2020-03-13,21.0,39,17.7,0.317
42.125,21.375,2020-03-13,18.4,43,14.4,0.322
41.375,21.875,2020-03-14,14.2,52,10.6,0.32
41.625,22.125,2020-03-14,16.4,43,15.8,0.278
41.375,21.375,2020-03-14,16.5,50,10.0,0.301
41.375,21.875,2020-03-16,8.0,54,9.4,0.392
41.625,22.125,2020-03-16,9.5,44,9.0,0.363
41.375,21.875,2020-03-17,12.4,37,6.8,0.36
41.375,21.875,2020-03-18,13.2,34,12.9,0.342
41.375,20.875,2020-03-18,11.8,31,14.1,0.368
41.625,21.875,2020-03-18,17.4,26,18.6,0.272
41.625,22.125,2020-03-18,15.3,25,19.1,0.303
41.875,21.875,2020-03-18,15.4,30,21.6,0.278
41.875,22.375,2020-03-18,15.9,27,16.8,0.3
42.125,21.375,2020-03-18,11.2,31,15.1,0.286
42.375,22.625,2020-03-18,12.8,24,20.4,0.341
42.375,21.125,2020-03-18,13.9,32,13.2,0.404
41.375,21.875,2020-03-19,12.9,27,7.9,0.335
40.875,22.625,2020-03-19,17.0,32,10.9,0.331
41.125,22.625,2020-03-19,16.1,35,14.3,0.337
41.125,21.625,2020-03-19,13.3,27,10.4,0.311
41.875,21.875,2020-03-19,15.6,29,14.8,0.253
41.875,21.625,2020-03-19,15.6,32,11.5,0.28
41.625,20.625,2020-03-19,6.5,20,11.2,0.479
42.375,20.875,2020-03-19,13.1,41,9.0,0.249
41.375,21.875,2020-03-20,16.6,35,7.0,0.326
42.375,20.875,2020-03-20,16.2,35,8.6,0.222
41.625,22.875,2020-03-20,13.3,43,9.7,0.346
41.875,20.875,2020-03-20,17.4,36,5.4,0.328
41.875,22.375,2020-03-20,19.0,36,9.2,0.247
41.875,22.875,2020-03-20,14.2,40,8.2,0.331
42.125,20.875,2020-03-20,12.4,27,4.7,0.473
42.125,20.625,2020-03-20,13.4,34,6.1,0.417
40.875,21.375,2020-03-20,17.3,35,7.9,0.273
41.375,22.125,2020-03-20,16.5,33,7.0,0.28
41.625,21.125,2020-03-20,15.5,32,7.7,0.278
42.375,21.125,2020-03-20,17.8,31,9.0,0.362
41.375,21.875,2020-03-21,19.0,31,6.7,0.297
42.125,20.375,2020-03-21,14.5,29,12.4,0.312
42.375,21.125,2020-03-21,19.4,28,16.9,0.339
42.375,20.875,2020-03-21,18.2,28,14.6,0.202
41.625,22.875,2020-03-21,14.2,39,11.5,0.344
41.625,20.625,2020-03-21,8.5,46,9.7,0.499
41.875,22.375,2020-03-21,21.2,29,9.2,0.215
41.875,21.375,2020-03-21,17.8,40,7.3,0.259
41.125,22.375,2020-03-21,17.3,49,11.3,0.309
41.375,20.875,2020-03-21,16.0,35,9.8,0.316
41.375,21.375,2020-03-21,20.5,29,10.7,0.245
41.875,20.875,2020-03-21,18.3,34,9.0,0.313
42.125,21.625,2020-03-21,20.8,28,7.2,0.218
42.125,21.375,2020-03-21,16.6,35,8.7,0.24
42.375,21.375,2020-03-21,20.4,30,10.7,0.222
42.125,20.875,2020-03-22,7.9,40,7.4,0.486
42.375,21.125,2020-03-22,10.1,45,15.2,0.313
41.625,20.625,2020-03-22,6.7,46,6.8,0.504
41.875,21.875,2020-03-29,16.3,29,15.8,0.301
41.375,21.875,2020-03-29,13.2,39,9.7,0.377
41.375,21.875,2020-03-30,14.0,36,9.5,0.346
41.375,21.875,2020-03-31,9.0,51,10.3,0.341
41.375,21.875,2020-04-02,5.4,56,8.4,0.364
41.375,21.875,2020-04-03,11.1,51,10.0,0.369
41.375,21.875,2020-04-07,13.4,30,11.9,0.354
41.875,21.375,2020-04-07,11.7,30,12.6,0.364
40.875,21.125,2020-04-07,11.3,38,12.7,0.263
41.125,20.625,2020-04-07,11.9,28,15.5,0.349
41.625,20.875,2020-04-07,9.0,32,13.8,0.38
41.875,21.875,2020-04-07,16.5,22,15.7,0.305
42.125,21.875,2020-04-07,17.5,18,18.2,0.284
41.375,21.875,2020-04-08,13.9,29,10.2,0.32
41.125,20.625,2020-04-08,12.9,25,12.2,0.334
41.625,22.875,2020-04-08,12.1,29,12.3,0.368
41.625,21.375,2020-04-08,6.6,35,12.3,0.392
41.875,22.125,2020-04-08,16.9,23,12.1,0.268
41.875,22.375,2020-04-08,17.7,27,13.9,0.288
41.875,22.875,2020-04-08,12.6,30,13.7,0.319
42.125,21.875,2020-04-08,19.0,20,16.5,0.246
42.375,21.375,2020-04-08,16.8,26,15.2,0.231
42.375,20.625,2020-04-08,17.3,22,13.0,0.231
42.375,22.125,2020-04-08,13.7,24,18.3,0.321
41.375,21.875,2020-04-09,15.9,29,7.0,0.314
40.875,20.375,2020-04-09,13.6,29,9.3,0.299
42.125,21.375,2020-04-09,16.1,24,12.1,0.251
42.125,22.625,2020-04-09,12.1,31,12.9,0.366
41.375,21.875,2020-04-10,18.9,24,11.2,0.311
42.125,21.375,2020-04-10,18.1,20,12.3,0.226
40.875,21.125,2020-04-10,17.0,29,9.7,0.232
41.625,22.625,2020-04-10,17.6,24,12.8,0.322
41.625,22.875,2020-04-10,16.8,25,12.4,0.353
41.625,20.875,2020-04-10,13.8,35,10.6,0.341
42.125,21.625,2020-04-10,22.4,18,15.2,0.187
42.125,22.125,2020-04-10,19.5,18,19.5,0.187
42.125,21.125,2020-04-10,19.3,26,9.0,0.313
41.375,21.875,2020-04-11,18.9,30,9.8,0.303
41.625,22.875,2020-04-11,15.3,37,12.4,0.337
42.125,21.375,2020-04-11,17.5,29,11.9,0.23
41.375,22.625,2020-04-11,19.2,33,10.2,0.311
41.875,20.875,2020-04-11,19.0,34,8.6,0.339
41.375,21.375,2020-04-11,20.9,27,15.3,0.236
41.625,21.125,2020-04-11,16.6,33,9.5,0.295
42.125,20.875,2020-04-11,11.9,43,8.4,0.48
42.375,20.875,2020-04-12,19.1,28,12.2,0.166
41.375,21.875,2020-04-12,17.8,40,8.6,0.28
41.625,22.875,2020-04-12,12.2,60,11.0,0.342
41.375,22.875,2020-04-12,16.8,54,7.4,0.336
41.625,22.375,2020-04-12,18.0,42,16.7,0.275
41.875,22.375,2020-04-12,20.4,38,12.3,0.207
42.125,21.375,2020-04-12,16.8,35,9.9,0.231
41.375,21.875,2020-04-13,20.5,22,14.3,0.255
41.625,22.875,2020-04-13,15.0,30,13.2,0.341
40.875,20.375,2020-04-13,14.6,30,15.1,0.265
41.375,21.625,2020-04-13,19.1,19,19.0,0.157
41.625,21.125,2020-04-13,16.6,25,11.3,0.305
41.625,20.875,2020-04-13,14.5,27,14.7,0.322
41.875,21.375,2020-04-13,18.8,27,13.2,0.292
41.875,22.375,2020-04-13,22.2,29,10.3,0.193
42.125,20.875,2020-04-13,12.9,38,10.2,0.503
42.125,20.625,2020-04-13,15.5,31,10.5,0.416
42.375,20.875,2020-04-13,19.8,23,19.2,0.156
42.375,21.125,2020-04-13,21.0,23,20.5,0.298
42.375,20.625,2020-04-13,21.3,27,21.9,0.17
41.375,21.875,2020-04-14,17.4,26,11.4,0.243
41.375,21.875,2020-04-15,8.9,44,16.0,0.296
41.375,21.875,2020-04-16,15.4,34,5.9,0.281
41.875,21.375,2020-04-16,15.1,42,8.1,0.341
42.125,21.375,2020-04-16,14.4,29,8.8,0.273
41.875,22.375,2020-04-16,17.1,32,9.3,0.273
41.375,21.875,2020-04-17,20.2,33,7.8,0.256
42.125,21.375,2020-04-17,19.9,25,11.2,0.252
40.875,21.375,2020-04-17,21.3,37,8.5,0.226
41.625,20.875,2020-04-17,17.3,32,6.5,0.325
41.875,22.125,2020-04-17,22.9,22,11.8,0.199
41.375,21.875,2020-04-18,22.8,30,9.8,0.238
42.125,21.375,2020-04-18,21.3,24,9.1,0.223
42.125,20.875,2020-04-18,16.4,31,6.5,0.504
40.875,20.375,2020-04-18,17.4,45,10.4,0.261
40.875,21.375,2020-04-18,23.4,30,9.6,0.201
41.125,21.125,2020-04-18,20.5,26,9.5,0.318
41.125,21.375,2020-04-18,23.2,25,8.5,0.244
41.875,21.875,2020-04-18,25.8,21,13.0,0.198
41.875,21.375,2020-04-18,21.1,35,9.8,0.316
42.125,20.625,2020-04-18,18.7,31,6.2,0.436
41.375,21.875,2020-04-19,23.5,26,7.6,0.238
42.125,20.625,2020-04-19,18.7,34,10.5,0.43
42.375,20.625,2020-04-19,24.5,28,17.6,0.189
42.375,21.125,2020-04-19,25.0,18,14.5,0.303
41.875,22.875,2020-04-19,20.8,26,12.0,0.249
41.375,21.875,2020-04-24,15.9,34,8.6,0.312
41.875,22.375,2020-04-24,18.5,33,9.6,0.298
41.875,20.625,2020-04-24,3.7,56,8.3,0.494
42.125,21.375,2020-04-24,15.1,32,7.4,0.309
42.125,22.125,2020-04-24,16.8,32,13.7,0.26
41.375,21.875,2020-04-25,20.1,31,10.7,0.289
42.125,21.375,2020-04-25,18.2,32,7.1,0.278
41.375,21.875,2020-04-26,18.7,38,9.5,0.266
41.375,21.875,2020-04-27,19.0,41,9.4,0.255
41.875,20.875,2020-04-27,16.9,60,6.8,0.342
42.125,21.375,2020-04-28,20.0,30,9.4,0.218
41.625,22.125,2020-04-28,23.0,27,18.2,0.204
41.375,21.875,2020-04-29,20.7,42,12.4,0.24
41.625,22.125,2020-04-29,22.6,33,16.6,0.197
41.375,21.875,2020-04-30,20.0,38,7.7,0.227
41.375,21.875,2020-05-01,20.0,34,9.4,0.235
41.375,21.875,2020-05-02,15.9,59,8.2,0.255
41.375,21.875,2020-05-03,16.0,42,18.0,0.315
40.875,21.375,2020-05-03,18.5,37,17.7,0.229
41.375,21.875,2020-05-04,15.6,30,20.4,0.294
41.875,20.875,2020-05-04,15.9,34,11.6,0.352
41.375,22.125,2020-05-04,16.5,26,28.7,0.233
41.375,21.875,2020-05-05,20.4,30,9.4,0.279
41.625,22.375,2020-05-05,21.3,30,14.8,0.261
41.625,21.875,2020-05-05,23.8,24,7.6,0.218
41.875,22.375,2020-05-05,22.6,28,13.6,0.192
41.375,21.875,2020-05-06,15.9,49,16.2,0.281
41.375,21.875,2020-05-07,13.6,42,17.9,0.309
41.375,21.875,2020-05-08,19.6,30,9.7,0.282
41.375,21.875,2020-05-09,22.2,39,8.8,0.264
41.875,20.625,2020-05-09,8.4,38,10.2,0.501
41.375,21.875,2020-05-10,25.2,21,7.3,0.256
41.375,21.875,2020-05-11,27.5,20,6.8,0.252
41.375,21.875,2020-05-12,24.6,30,14.6,0.235
40.875,21.375,2020-05-12,24.6,34,9.7,0.156
41.375,22.625,2020-05-12,25.3,30,14.1,0.247
41.875,20.625,2020-05-12,8.0,69,21.7,0.505
41.375,21.875,2020-05-13,27.0,23,7.6,0.21
41.375,21.375,2020-05-13,27.3,23,12.5,0.18
41.375,23.125,2020-05-13,25.7,47,7.5,0.222
41.375,21.875,2020-05-14,29.4,25,11.4,0.208
41.375,21.875,2020-05-15,33.5,16,16.0,0.188
41.375,22.125,2020-05-15,35.0,14,11.9,0.14
41.875,20.875,2020-05-15,30.4,28,11.6,0.249
41.625,22.625,2020-05-15,26.1,30,13.4,0.216
41.875,21.375,2020-05-15,31.2,25,13.8,0.22
41.375,21.875,2020-05-16,29.8,25,9.3,0.177
41.875,20.875,2020-05-17,31.4,24,7.2,0.257
41.875,20.625,2020-05-17,18.4,35,18.9,0.509
41.375,21.875,2020-05-17,31.9,25,8.4,0.192
41.375,21.875,2020-05-18,28.4,39,7.7,0.194
41.375,21.875,2020-05-20,27.3,32,16.1,0.181
41.375,21.875,2020-05-21,15.4,75,12.3,0.225
41.375,21.875,2020-05-22,18.6,23,15.2,0.228
42.375,20.875,2020-05-22,19.2,28,10.6,0.33
41.375,21.875,2020-05-23,17.5,39,11.3,0.22
41.375,21.875,2020-05-24,24.1,43,11.5,0.224
41.375,21.875,2020-05-26,14.6,55,11.9,0.245
41.375,21.875,2020-05-29,17.6,39,10.5,0.253
41.625,22.125,2020-05-29,19.6,30,22.3,0.195
41.375,21.875,2020-05-30,18.8,44,6.3,0.242
41.375,22.375,2020-05-30,22.6,31,16.4,0.164
41.375,21.875,2020-06-02,18.5,41,12.3,0.284
41.375,21.875,2020-06-03,19.9,32,8.9,0.281
41.375,21.875,2020-06-04,22.8,34,11.5,0.264
41.375,21.875,2020-06-05,25.0,30,10.0,0.249
41.625,22.125,2020-06-05,25.9,27,24.7,0.152
41.875,22.875,2020-06-05,20.7,35,18.1,0.231
41.375,21.875,2020-06-07,24.5,35,6.6,0.268
41.375,21.875,2020-06-08,24.2,38,9.1,0.248
41.375,21.875,2020-06-09,24.4,45,10.6,0.246
41.375,21.875,2020-06-10,24.6,40,6.1,0.279
41.375,21.875,2020-06-11,20.5,50,7.6,0.382
41.375,21.875,2020-06-12,20.3,43,8.1,0.351
41.625,20.875,2020-06-14,20.9,47,15.2,0.226
41.375,21.875,2020-06-14,27.6,32,8.7,0.288
41.375,21.875,2020-06-15,27.4,25,7.6,0.259
41.375,21.875,2020-06-16,23.2,40,8.6,0.243
41.375,21.875,2020-06-17,21.8,46,10.0,0.311
41.875,21.375,2020-06-17,20.8,53,9.9,0.344
41.375,21.875,2020-06-18,25.3,34,7.6,0.342
41.625,22.625,2020-06-18,22.0,40,9.2,0.31
41.375,21.875,2020-06-19,28.0,23,12.1,0.299
41.375,21.875,2020-06-20,26.0,31,9.4,0.27
41.625,22.125,2020-06-21,25.3,30,19.2,0.158
41.375,22.375,2020-06-22,26.4,35,17.5,0.149
41.375,21.875,2020-06-24,23.6,46,11.3,0.341
41.375,21.875,2020-06-25,25.6,43,7.4,0.303
41.375,21.875,2020-06-26,27.5,38,8.5,0.28
41.875,21.375,2020-06-26,25.6,50,8.9,0.349
42.125,21.375,2020-06-26,25.5,52,6.0,0.342
41.375,21.875,2020-06-27,27.8,40,8.0,0.263
41.375,21.875,2020-06-28,29.9,28,10.1,0.249
41.375,21.875,2020-06-29,30.6,27,8.5,0.242
40.875,22.625,2020-06-29,35.1,28,16.3,0.124
41.375,21.875,2020-06-30,30.0,34,11.4,0.227
41.375,21.875,2020-07-01,32.2,23,7.4,0.212
41.125,22.125,2020-07-01,21.4,35,8.8,0.301
41.375,21.875,2020-07-02,31.5,32,10.8,0.214
41.625,22.625,2020-07-02,27.2,35,7.3,0.179
41.375,22.375,2020-07-02,33.9,30,14.3,0.144
41.375,21.875,2020-07-03,31.8,32,10.4,0.221
41.125,22.125,2020-07-03,19.9,52,6.0,0.304
41.375,21.875,2020-07-04,29.1,37,10.3,0.223
41.375,21.875,2020-07-05,26.1,43,15.8,0.277
42.125,21.625,2020-07-05,29.8,33,19.9,0.152
41.375,21.875,2020-07-06,26.4,44,12.4,0.244
41.625,21.875,2020-07-06,32.0,36,19.0,0.183
41.375,21.875,2020-07-07,23.9,48,15.9,0.241
41.125,22.625,2020-07-07,31.3,34,30.3,0.175
41.375,22.625,2020-07-07,27.1,41,22.2,0.194
42.125,21.375,2020-07-07,20.6,57,21.8,0.321
41.375,21.625,2020-07-08,23.6,26,11.5,0.199
41.375,21.875,2020-07-08,24.2,28,10.8,0.231
41.625,20.875,2020-07-08,19.4,37,10.2,0.19
41.375,21.875,2020-07-09,27.4,24,8.2,0.219
42.125,21.375,2020-07-09,25.5,37,9.1,0.267
42.375,20.875,2020-07-09,27.8,29,10.8,0.224
41.375,21.875,2020-07-10,28.5,32,9.9,0.209
42.375,20.625,2020-07-10,31.2,27,9.0,0.173
41.375,21.375,2020-07-10,30.5,31,13.9,0.163
41.375,21.875,2020-07-11,30.1,32,9.4,0.203
41.375,21.375,2020-07-11,31.1,22,8.0,0.163
42.125,21.375,2020-07-11,28.1,29,10.1,0.228
41.375,21.875,2020-07-12,28.0,39,14.4,0.198
41.375,22.125,2020-07-12,29.6,34,20.6,0.161
42.125,21.375,2020-07-12,24.6,44,17.4,0.212
41.875,22.375,2020-07-12,32.1,32,12.7,0.13
41.375,21.875,2020-07-13,22.8,27,13.5,0.197
42.125,21.375,2020-07-13,20.1,34,15.7,0.206
41.375,21.875,2020-07-14,23.8,39,10.4,0.193
42.125,21.375,2020-07-14,22.0,38,11.2,0.199
42.125,20.375,2020-07-14,22.0,34,9.0,0.159
42.125,21.375,2020-07-15,25.1,30,9.9,0.196
41.375,21.875,2020-07-15,27.8,27,7.7,0.189
41.375,21.875,2020-07-16,27.3,31,9.7,0.185
42.125,21.375,2020-07-16,25.0,31,10.9,0.194
41.375,21.875,2020-07-17,25.3,43,10.6,0.191
41.875,21.625,2020-07-17,30.0,27,16.5,0.143
41.375,21.875,2020-07-18,20.8,73,7.8,0.252
41.375,21.375,2020-07-19,26.9,26,16.0,0.264
41.375,21.875,2020-07-19,25.1,38,6.3,0.3
41.375,21.875,2020-07-20,25.6,38,10.7,0.265
41.375,21.875,2020-07-21,27.5,34,10.0,0.242
41.375,20.625,2020-07-22,24.4,31,8.2,0.159
41.375,21.875,2020-07-22,28.3,36,9.7,0.222
42.125,21.625,2020-07-22,32.2,26,17.1,0.162
41.375,21.875,2020-07-23,29.0,34,9.0,0.21
41.625,20.875,2020-07-23,24.9,32,8.5,0.198
41.375,21.875,2020-07-24,29.0,37,8.1,0.202
42.375,21.375,2020-07-24,30.6,33,13.6,0.134
41.375,21.875,2020-07-25,30.8,29,11.5,0.195
41.125,21.125,2020-07-25,26.2,36,16.2,0.225
41.375,21.625,2020-07-26,25.0,42,14.3,0.151
41.375,21.875,2020-07-26,25.7,45,9.7,0.201
42.375,21.625,2020-07-26,23.2,45,12.0,0.248
42.375,20.625,2020-07-26,27.3,41,7.9,0.184
41.375,21.875,2020-07-27,27.5,38,11.6,0.193
41.875,22.375,2020-07-27,30.9,30,12.3,0.144
41.875,21.375,2020-07-27,24.9,50,10.4,0.294
41.375,21.875,2020-07-28,29.8,25,8.9,0.189
42.125,21.625,2020-07-28,32.7,22,17.1,0.154
41.375,21.875,2020-07-29,32.0,25,7.5,0.186
41.625,20.625,2020-07-29,24.8,38,6.2,0.302
41.375,21.375,2020-07-29,33.7,23,11.0,0.151
42.125,21.625,2020-07-29,35.6,18,14.2,0.149
41.375,21.875,2020-07-30,33.0,23,8.9,0.19
41.625,21.875,2020-07-30,38.3,17,6.7,0.143
41.875,20.875,2020-07-30,32.2,28,6.5,0.177
42.125,21.625,2020-07-30,36.9,17,13.2,0.146
42.125,22.125,2020-07-30,33.2,28,10.0,0.143
41.375,21.875,2020-07-31,34.0,25,10.0,0.18
41.125,20.625,2020-07-31,30.8,31,8.0,0.106
42.125,21.625,2020-07-31,36.9,23,12.9,0.143
41.375,21.875,2020-08-01,30.2,35,13.4,0.199
41.375,21.875,2020-08-02,28.3,22,9.8,0.199
42.375,21.625,2020-08-02,25.7,23,12.7,0.192
41.375,21.375,2020-08-03,30.9,33,9.5,0.208
41.375,21.875,2020-08-03,29.6,36,10.0,0.189
42.125,21.625,2020-08-03,33.8,23,13.7,0.143
42.375,20.875,2020-08-03,31.5,22,9.7,0.151
42.375,20.625,2020-08-03,33.8,23,11.4,0.172
41.375,21.875,2020-08-04,31.5,29,11.7,0.175
42.125,21.625,2020-08-04,35.2,23,15.2,0.142
42.375,21.625,2020-08-04,30.8,29,16.2,0.168
41.125,22.875,2020-08-04,31.7,41,14.0,0.132
41.625,20.375,2020-08-04,31.7,27,9.8,0.128
42.375,21.125,2020-08-04,32.5,29,12.9,0.286
42.375,21.375,2020-08-04,34.2,25,13.0,0.14
41.375,21.875,2020-08-05,26.6,48,10.5,0.213
41.375,21.875,2020-08-08,24.0,65,11.3,0.37
41.375,21.875,2020-08-09,25.3,55,12.0,0.387
41.375,21.875,2020-08-10,26.4,49,9.4,0.343
