latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.3026,22.60181,345.7,0.44,0.38,2019-01-01,1109,N,VIIRS,n,2,289.55,16.26,D,0
41.36188,21.46319,345.06,0.48,0.4,2019-01-01,1109,N,VIIRS,n,2,282.36,6.93,D,0
41.44275,21.9421,330.87,0.46,0.39,2019-01-01,1109,N,VIIRS,n,2,284.4,3.17,D,2
41.76798,21.95742,325.87,0.45,0.39,2019-01-01,1110,N,VIIRS,n,2,283.61,3.52,D,0
41.85327,21.94371,325.23,0.45,0.39,2019-01-01,1110,N,VIIRS,n,2,284.01,9.06,D,0
41.89303,22.05531,328.91,0.45,0.39,2019-01-01,1110,N,VIIRS,n,2,283.52,2.88,D,0
42.03736,21.11083,325.18,0.48,0.4,2019-01-01,1110,N,VIIRS,n,2,279.67,2.88,D,0
41.41877,21.93694,304.18,0.53,0.67,2019-01-01,2327,N,VIIRS,n,2,269.39,1.04,N,2
41.42092,21.93429,312.38,0.53,0.67,2019-01-01,2327,N,VIIRS,n,2,269.54,1.64,N,2
41.44408,21.93682,320.03,0.53,0.67,2019-01-01,2327,N,VIIRS,n,2,269.11,1.96,N,2
41.44621,21.93487,301.64,0.53,0.67,2019-01-01,2327,N,VIIRS,n,2,268.13,1.21,N,0
41.44353,21.94025,322.35,0.56,0.52,2019-01-02,108,N,VIIRS,n,2,271.37,5.5,N,2
41.1059,22.95384,331.92,0.45,0.47,2019-01-02,1051,N,VIIRS,n,2,280.6,5.94,D,0
41.12574,22.50961,338.26,0.47,0.47,2019-01-02,1051,N,VIIRS,n,2,284.07,8.88,D,0
41.12641,22.51207,340.71,0.47,0.47,2019-01-02,1051,N,VIIRS,n,2,283.72,7.58,D,0
41.26726,22.94333,325.56,0.44,0.46,2019-01-02,1051,N,VIIRS,n,2,281.77,4.86,D,0
41.31058,22.48571,336.46,0.46,0.47,2019-01-02,1051,N,VIIRS,n,2,281.37,4.21,D,0
41.44499,21.94153,327.14,0.57,0.69,2019-01-06,133,N,VIIRS,n,2,266.47,4.2,N,2
41.44424,21.93679,336.95,0.41,0.45,2019-01-07,1057,N,VIIRS,n,2,270.2,8.68,D,2
41.44551,21.93607,326.7,0.77,0.77,2019-01-07,2314,N,VIIRS,n,2,262.23,4.59,N,2
41.44511,21.94073,328.44,0.77,0.77,2019-01-07,2315,N,VIIRS,n,2,262.46,6.24,N,2
41.44333,21.93886,346.66,0.43,0.62,2019-01-08,1219,N,VIIRS,n,2,278.78,5.16,D,2
41.4435,21.94035,338.03,0.43,0.62,2019-01-08,1219,N,VIIRS,n,2,278.38,4.27,D,2
41.44347,21.93887,332.76,0.58,0.52,2019-01-13,1044,N,VIIRS,n,2,273.43,6.07,D,2
41.43676,21.94446,295.35,0.45,0.39,2019-01-14,43,N,VIIRS,n,2,266.86,1.68,N,2
41.44125,21.94039,321.44,0.45,0.39,2019-01-14,43,N,VIIRS,n,2,267.59,1.68,N,2
41.44475,21.94154,330.01,0.45,0.39,2019-01-14,43,N,VIIRS,n,2,270.86,4.79,N,2
41.43974,21.94431,303.61,0.39,0.36,2019-01-15,24,N,VIIRS,n,2,273.77,1.47,N,2
41.44373,21.94056,345.08,0.39,0.36,2019-01-15,24,N,VIIRS,n,2,276.48,6.22,N,2
41.44485,21.9379,326.39,0.6,0.53,2019-01-16,2346,N,VIIRS,n,2,269.12,6.1,N,2
41.44515,21.93616,323.96,0.6,0.53,2019-01-16,2346,N,VIIRS,n,2,268.73,3.15,N,2
41.43923,21.94124,307.74,0.48,0.64,2019-01-17,126,N,VIIRS,n,2,268.24,3.52,N,2
41.44493,21.94392,350.88,0.48,0.64,2019-01-17,126,N,VIIRS,n,2,269.97,4.71,N,2
41.4465,21.9387,317.64,0.48,0.64,2019-01-17,126,N,VIIRS,n,2,267.56,4.71,N,2
41.44257,21.94261,345.39,0.46,0.39,2019-01-17,1109,N,VIIRS,n,2,283.92,8.86,D,2
41.44338,21.93997,347.19,0.46,0.39,2019-01-17,1109,N,VIIRS,n,2,284.96,10.63,D,2
41.44153,21.93991,303.55,0.53,0.67,2019-01-17,2327,N,VIIRS,n,2,269.67,2.05,N,2
41.43993,21.94314,298.61,0.56,0.52,2019-01-18,108,N,VIIRS,n,2,270.89,1.65,N,2
41.44153,21.93681,301.98,0.56,0.52,2019-01-18,108,N,VIIRS,n,2,268.28,1.65,N,2
41.44455,21.945,301.36,0.56,0.52,2019-01-18,108,N,VIIRS,n,2,267.78,1.65,N,2
41.44351,21.94274,332.33,0.44,0.62,2019-01-22,2333,N,VIIRS,n,2,271.81,4.22,N,2
41.4437,21.93694,332.98,0.44,0.62,2019-01-22,2333,N,VIIRS,n,2,271.73,4.22,N,2
41.44523,21.94048,352.64,0.44,0.62,2019-01-22,2333,N,VIIRS,n,2,272.8,7.08,N,2
41.02326,22.88406,297.72,0.39,0.59,2019-01-22,2334,N,VIIRS,n,2,275.4,0.7,N,0
41.43623,21.94546,301.07,0.34,0.56,2019-01-23,114,N,VIIRS,n,2,274.41,1.15,N,2
41.44218,21.94386,312.32,0.34,0.56,2019-01-23,114,N,VIIRS,n,2,273.37,9.06,N,2
41.44318,21.9401,367.0,0.34,0.56,2019-01-23,114,N,VIIRS,h,2,281.55,22.81,N,2
41.44377,21.94431,299.1,0.34,0.56,2019-01-23,114,N,VIIRS,n,2,272.42,5.91,N,2
41.44478,21.94057,367.0,0.34,0.56,2019-01-23,114,N,VIIRS,h,2,281.75,19.07,N,2
41.44184,21.93503,317.88,0.64,0.72,2019-01-28,2321,N,VIIRS,n,2,270.54,3.78,N,2
41.4429,21.93703,323.8,0.64,0.72,2019-01-28,2321,N,VIIRS,n,2,271.79,4.78,N,2
41.44217,21.93649,328.87,0.53,0.42,2019-02-01,5,N,VIIRS,n,2,272.87,9.75,N,2
41.44603,21.93727,329.05,0.53,0.42,2019-02-01,5,N,VIIRS,n,2,274.89,9.75,N,2
41.44026,21.94128,301.23,0.79,0.78,2019-02-01,145,N,VIIRS,n,2,270.89,1.89,N,2
42.3424,20.84712,325.55,0.52,0.5,2019-02-03,1051,N,VIIRS,n,2,288.5,4.31,D,0
41.44444,21.93902,316.29,0.39,0.36,2019-02-05,30,N,VIIRS,n,2,279.39,1.7,N,2
41.07691,22.89427,330.55,0.44,0.46,2019-02-05,1153,N,VIIRS,n,2,289.89,2.19,D,0
41.44331,21.94315,346.63,0.4,0.44,2019-02-05,1153,N,VIIRS,n,2,282.35,8.58,D,2
41.54673,22.00329,326.55,0.41,0.45,2019-02-05,1153,N,VIIRS,n,2,286.33,3.78,D,0
41.57725,22.95889,327.82,0.45,0.47,2019-02-05,1153,N,VIIRS,n,2,291.56,4.17,D,0
42.25117,21.69339,344.02,0.4,0.44,2019-02-05,1153,N,VIIRS,n,2,285.7,6.05,D,0
41.30676,22.47193,325.96,0.4,0.37,2019-02-07,1115,N,VIIRS,n,2,279.87,2.3,D,0
41.44149,21.93854,321.37,0.44,0.63,2019-02-07,2333,N,VIIRS,n,2,270.87,1.6,N,2
41.44734,21.93913,299.9,0.44,0.63,2019-02-07,2333,N,VIIRS,n,2,270.21,1.6,N,2
41.43816,21.94221,299.32,0.34,0.56,2019-02-08,114,N,VIIRS,n,2,273.05,1.13,N,2
41.44411,21.94061,331.76,0.34,0.56,2019-02-08,114,N,VIIRS,n,2,275.56,2.61,N,2
41.79704,21.91249,337.3,0.34,0.56,2019-02-09,1038,N,VIIRS,n,2,286.45,2.16,D,0
41.81062,22.25275,326.23,0.33,0.55,2019-02-09,1038,N,VIIRS,n,2,284.53,1.51,D,0
41.8132,22.25193,325.25,0.33,0.55,2019-02-09,1038,N,VIIRS,n,2,285.44,1.41,D,0
41.37568,22.97405,332.69,0.48,0.65,2019-02-09,1218,N,VIIRS,n,2,283.5,3.21,D,0
41.44498,21.93759,328.6,0.42,0.61,2019-02-09,1218,N,VIIRS,n,2,287.65,3.67,D,2
41.87294,22.24492,332.96,0.44,0.63,2019-02-09,1219,N,VIIRS,n,2,287.52,4.07,D,0
42.18451,21.89515,331.28,0.43,0.62,2019-02-09,1219,N,VIIRS,n,2,284.75,2.5,D,0
41.43756,21.94251,302.31,0.41,0.37,2019-02-10,36,N,VIIRS,n,2,273.67,1.34,N,2
41.44175,21.93878,328.85,0.41,0.37,2019-02-10,36,N,VIIRS,n,2,274.79,4.95,N,2
41.44214,21.94297,343.65,0.59,0.7,2019-02-10,1019,N,VIIRS,n,2,282.83,5.5,D,2
41.44228,21.94112,344.63,0.59,0.7,2019-02-10,1019,N,VIIRS,n,2,283.41,7.32,D,2
41.4443,21.94007,333.2,0.48,0.48,2019-02-10,1200,N,VIIRS,n,2,266.6,4.47,D,2
41.54289,22.39706,330.7,0.51,0.49,2019-02-10,1200,N,VIIRS,n,2,273.4,3.87,D,0
41.54409,22.39894,328.67,0.51,0.49,2019-02-10,1200,N,VIIRS,n,2,273.7,4.13,D,0
41.80747,22.12019,325.01,0.5,0.49,2019-02-10,1200,N,VIIRS,n,2,275.37,2.39,D,0
41.873,22.44754,356.18,0.52,0.5,2019-02-10,1200,N,VIIRS,l,2,278.55,13.99,D,0
41.87345,22.45382,332.93,0.52,0.5,2019-02-10,1200,N,VIIRS,n,2,275.84,13.99,D,0
41.91455,21.95698,345.23,0.49,0.48,2019-02-10,1200,N,VIIRS,n,2,278.08,9.7,D,0
41.91904,21.9563,340.81,0.49,0.48,2019-02-10,1200,N,VIIRS,n,2,274.76,9.7,D,0
42.00904,21.70306,333.76,0.48,0.48,2019-02-10,1200,N,VIIRS,n,2,273.24,3.72,D,0
41.44408,21.93987,296.99,0.41,0.37,2019-02-11,17,N,VIIRS,n,2,250.44,0.84,N,2
41.01912,21.02144,333.88,0.42,0.37,2019-02-11,1141,N,VIIRS,n,2,279.76,5.1,D,0
41.19893,21.19513,325.08,0.42,0.38,2019-02-11,1141,N,VIIRS,n,2,288.13,2.06,D,0
41.93237,21.93721,330.78,0.45,0.39,2019-02-11,1141,N,VIIRS,n,2,284.16,2.75,D,0
41.93687,21.85213,333.19,0.45,0.39,2019-02-11,1141,N,VIIRS,n,2,279.7,2.86,D,0
41.30045,22.46122,334.22,0.39,0.36,2019-02-12,1122,N,VIIRS,n,2,284.96,2.77,D,0
41.80512,21.82343,329.61,0.39,0.36,2019-02-12,1122,N,VIIRS,n,2,278.16,2.41,D,0
41.43712,21.94151,296.19,0.4,0.6,2019-02-13,120,N,VIIRS,n,2,271.24,1.08,N,2
41.44368,21.93954,367.0,0.4,0.6,2019-02-13,120,N,VIIRS,h,2,277.67,17.34,N,2
41.10417,23.01838,333.91,0.48,0.4,2019-02-13,1103,N,VIIRS,n,2,286.1,5.66,D,0
41.00054,21.02512,298.66,0.72,0.75,2019-02-13,2321,N,VIIRS,n,2,264.82,2.05,N,0
41.00396,21.02419,314.82,0.72,0.75,2019-02-13,2321,N,VIIRS,n,2,265.36,4.95,N,0
41.00764,21.02536,316.92,0.72,0.75,2019-02-13,2321,N,VIIRS,n,2,265.81,2.82,N,0
41.4417,21.93904,367.0,0.65,0.73,2019-02-13,2321,N,VIIRS,h,2,273.09,13.36,N,2
41.44851,21.93952,298.95,0.65,0.73,2019-02-13,2321,N,VIIRS,n,2,269.5,13.36,N,2
41.00136,21.02701,321.07,0.44,0.46,2019-02-14,101,N,VIIRS,n,2,268.71,2.06,N,0
41.00252,21.02196,299.14,0.44,0.46,2019-02-14,101,N,VIIRS,n,2,267.68,2.06,N,0
41.00547,21.02862,312.6,0.44,0.46,2019-02-14,101,N,VIIRS,n,2,268.07,1.45,N,0
41.00663,21.02358,305.77,0.44,0.46,2019-02-14,101,N,VIIRS,n,2,267.78,1.45,N,0
41.00817,20.95844,311.82,0.43,0.46,2019-02-14,101,N,VIIRS,n,2,267.21,2.07,N,3
41.00959,21.03025,304.37,0.44,0.46,2019-02-14,101,N,VIIRS,n,2,267.77,1.45,N,0
41.01074,21.0252,299.5,0.44,0.46,2019-02-14,101,N,VIIRS,n,2,267.4,1.45,N,0
41.43707,21.94518,299.92,0.47,0.48,2019-02-14,101,N,VIIRS,n,2,271.89,0.79,N,2
41.44246,21.94235,334.35,0.47,0.48,2019-02-14,101,N,VIIRS,n,2,272.66,8.39,N,2
41.44373,21.93703,336.57,0.47,0.48,2019-02-14,101,N,VIIRS,n,2,272.39,11.69,N,2
40.98423,21.99189,339.14,0.6,0.53,2019-02-14,1044,N,VIIRS,n,2,287.18,4.61,D,0
41.00698,21.01998,329.02,0.33,0.56,2019-02-14,1044,N,VIIRS,n,2,280.29,4.34,D,0
41.00882,21.01867,335.56,0.33,0.55,2019-02-14,1044,N,VIIRS,n,2,280.04,4.34,D,0
41.445,21.93906,349.5,0.58,0.52,2019-02-14,1044,N,VIIRS,n,2,278.91,9.2,D,2
41.44149,21.94077,332.73,0.51,0.66,2019-02-14,1225,N,VIIRS,n,2,279.74,3.18,D,2
41.96093,22.23528,339.04,0.53,0.67,2019-02-14,1225,N,VIIRS,n,2,282.01,4.95,D,0
41.30862,20.82565,298.85,0.42,0.37,2019-02-15,43,N,VIIRS,n,2,269.5,1.19,N,0
41.43724,21.94054,299.78,0.39,0.36,2019-02-16,24,N,VIIRS,n,2,269.43,1.04,N,2
41.43862,21.94367,317.06,0.39,0.36,2019-02-16,24,N,VIIRS,n,2,275.11,2.32,N,2
41.4426,21.93992,326.01,0.39,0.36,2019-02-16,24,N,VIIRS,n,2,275.65,2.32,N,2
41.44591,21.9408,303.49,0.39,0.36,2019-02-16,24,N,VIIRS,n,2,269.82,1.07,N,2
41.73494,22.12687,295.75,0.39,0.36,2019-02-16,24,N,VIIRS,n,2,271.99,0.51,N,0
41.01265,21.04807,332.19,0.47,0.4,2019-02-16,1147,N,VIIRS,n,2,286.06,4.25,D,0
41.10509,23.02614,332.95,0.57,0.43,2019-02-16,1147,N,VIIRS,n,2,289.35,7.62,D,0
41.10781,23.02656,332.23,0.57,0.43,2019-02-16,1147,N,VIIRS,n,2,289.67,5.05,D,0
41.14076,21.55019,325.28,0.49,0.4,2019-02-16,1147,N,VIIRS,n,2,286.18,3.26,D,0
41.23623,20.67813,342.72,0.46,0.39,2019-02-16,1147,N,VIIRS,n,2,287.31,5.51,D,0
41.44316,21.94076,343.16,0.51,0.41,2019-02-16,1147,N,VIIRS,n,2,293.11,6.28,D,2
41.46597,22.78457,329.19,0.56,0.43,2019-02-16,1147,N,VIIRS,n,2,287.89,2.83,D,0
41.47044,22.70891,331.75,0.55,0.43,2019-02-16,1147,N,VIIRS,n,2,287.55,2.69,D,0
41.4886,22.70463,341.82,0.55,0.43,2019-02-16,1147,N,VIIRS,n,2,289.01,15.35,D,0
41.49017,22.70537,333.65,0.55,0.43,2019-02-16,1147,N,VIIRS,n,2,289.43,16.69,D,0
41.55885,21.69815,328.97,0.5,0.41,2019-02-16,1147,N,VIIRS,n,2,287.09,3.34,D,0
41.77293,21.84249,330.67,0.51,0.41,2019-02-16,1147,N,VIIRS,n,2,289.24,6.28,D,0
41.77673,21.84172,332.78,0.51,0.41,2019-02-16,1147,N,VIIRS,n,2,289.48,6.28,D,0
41.78052,21.84092,348.45,0.51,0.41,2019-02-16,1147,N,VIIRS,n,2,293.66,7.88,D,0
41.78431,21.84007,334.99,0.51,0.41,2019-02-16,1147,N,VIIRS,n,2,290.66,7.88,D,0
41.81248,22.26138,338.01,0.53,0.42,2019-02-16,1147,N,VIIRS,n,2,292.99,4.92,D,0
41.81951,22.21431,330.67,0.53,0.42,2019-02-16,1147,N,VIIRS,n,2,290.75,22.79,D,0
41.86646,22.59951,327.47,0.55,0.43,2019-02-16,1147,N,VIIRS,n,2,284.91,3.31,D,0
42.01583,21.4669,331.39,0.5,0.41,2019-02-16,1147,N,VIIRS,n,2,289.2,3.49,D,2
42.03832,21.79196,329.18,0.51,0.41,2019-02-16,1147,N,VIIRS,n,2,287.43,6.88,D,0
42.03988,21.79323,337.97,0.51,0.41,2019-02-16,1147,N,VIIRS,n,2,285.94,6.26,D,0
42.04057,21.79959,334.21,0.51,0.41,2019-02-16,1147,N,VIIRS,n,2,287.92,3.89,D,0
42.266,20.7156,331.86,0.47,0.4,2019-02-16,1147,N,VIIRS,n,2,287.4,3.5,D,0
41.44033,21.94281,302.31,0.53,0.42,2019-02-17,5,N,VIIRS,n,2,272.07,16.81,N,2
41.44101,21.93627,299.24,0.53,0.42,2019-02-17,5,N,VIIRS,n,2,269.58,16.81,N,2
41.44487,21.93705,328.41,0.53,0.42,2019-02-17,5,N,VIIRS,n,2,272.89,16.81,N,2
41.4422,21.9394,319.09,0.79,0.78,2019-02-17,145,N,VIIRS,n,2,271.94,4.26,N,2
41.44571,21.93692,302.47,0.79,0.78,2019-02-17,145,N,VIIRS,n,2,270.29,2.84,N,2
40.88162,21.36571,328.66,0.38,0.36,2019-02-17,1128,N,VIIRS,n,2,286.53,1.95,D,0
40.96516,21.98468,325.54,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,290.55,1.89,D,0
40.97655,21.38868,330.82,0.38,0.36,2019-02-17,1128,N,VIIRS,n,2,286.95,2.87,D,0
41.05464,22.67014,329.74,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,289.98,2.37,D,0
41.11355,22.51814,325.32,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,290.59,4.77,D,0
41.11421,22.52275,330.51,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,288.83,4.77,D,0
41.13389,21.5039,329.44,0.38,0.36,2019-02-17,1128,N,VIIRS,n,2,285.46,1.86,D,0
41.1609,23.00124,330.05,0.39,0.37,2019-02-17,1128,N,VIIRS,n,2,289.39,2.84,D,0
41.17493,21.37603,331.12,0.38,0.36,2019-02-17,1128,N,VIIRS,n,2,290.12,2.88,D,0
41.22485,20.69097,337.68,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,286.94,2.85,D,0
41.22814,20.69004,325.07,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,286.02,2.43,D,0
41.25206,21.25821,339.64,0.38,0.36,2019-02-17,1128,N,VIIRS,n,2,285.7,3.33,D,0
41.29686,22.56004,338.11,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,288.09,4.69,D,0
41.31358,20.82495,335.0,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,287.67,1.95,D,0
41.42311,22.83417,328.58,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,287.66,2.03,D,0
41.42532,21.95252,342.84,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,291.79,7.73,D,0
41.42556,21.45937,331.33,0.38,0.36,2019-02-17,1128,N,VIIRS,n,2,286.42,2.28,D,0
41.42862,21.95167,327.2,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,286.69,2.62,D,0
41.44272,21.93991,354.12,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,297.79,21.12,D,2
41.46397,21.02284,337.92,0.38,0.36,2019-02-17,1128,N,VIIRS,n,2,286.42,4.02,D,0
41.59736,22.30343,330.98,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,290.32,5.44,D,0
41.60353,22.948,339.77,0.4,0.37,2019-02-17,1128,N,VIIRS,n,2,290.53,4.14,D,0
41.62123,22.44673,327.99,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,287.18,2.36,D,0
41.62189,22.4514,329.32,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,287.76,2.36,D,0
41.81663,22.05884,338.43,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,297.15,21.68,D,0
41.86546,22.44722,328.62,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,288.09,2.27,D,0
41.8812,22.22043,343.5,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,292.64,7.45,D,0
41.88187,22.22508,335.77,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,290.33,7.45,D,0
41.88451,22.21956,344.0,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,289.15,7.45,D,0
41.88517,22.22422,339.67,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,293.13,7.45,D,0
41.8947,22.43496,333.16,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,285.87,2.26,D,0
41.99178,21.84282,333.12,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,289.97,2.96,D,0
42.01646,21.46324,328.12,0.38,0.36,2019-02-17,1128,N,VIIRS,n,2,287.16,1.6,D,2
42.1156,21.71538,330.67,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,290.85,3.2,D,0
42.13275,21.60003,328.58,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,289.62,2.59,D,0
42.16771,21.8366,327.99,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,289.32,1.85,D,0
42.24095,21.68859,331.74,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,289.9,5.49,D,0
42.29919,21.65111,330.01,0.39,0.36,2019-02-17,1128,N,VIIRS,n,2,287.41,2.24,D,0
42.35752,20.84754,335.26,0.38,0.36,2019-02-17,1128,N,VIIRS,n,2,285.15,2.8,D,0
41.4391,21.94136,299.35,0.61,0.53,2019-02-17,2346,N,VIIRS,n,2,274.83,1.38,N,2
41.44387,21.94398,337.42,0.61,0.53,2019-02-17,2346,N,VIIRS,n,2,276.65,16.54,N,2
41.44406,21.94208,353.08,0.61,0.53,2019-02-17,2346,N,VIIRS,n,2,275.68,23.27,N,2
41.4444,21.93627,324.52,0.61,0.53,2019-02-17,2346,N,VIIRS,n,2,272.2,16.54,N,2
41.44454,21.93428,305.19,0.61,0.53,2019-02-17,2346,N,VIIRS,n,2,271.31,7.77,N,2
41.59773,22.94772,295.59,0.54,0.51,2019-02-17,2346,N,VIIRS,n,2,270.2,2.0,N,0
41.60195,22.95525,300.3,0.54,0.51,2019-02-17,2346,N,VIIRS,n,2,272.41,2.0,N,0
41.60239,22.94898,313.47,0.54,0.51,2019-02-17,2346,N,VIIRS,n,2,271.45,2.0,N,0
41.43887,21.94347,296.77,0.48,0.64,2019-02-18,126,N,VIIRS,n,2,273.99,2.53,N,2
41.44045,21.93821,341.04,0.48,0.64,2019-02-18,126,N,VIIRS,n,2,273.08,2.53,N,2
41.44613,21.94092,297.4,0.48,0.64,2019-02-18,126,N,VIIRS,n,2,271.32,0.75,N,2
40.91797,22.94234,327.87,0.43,0.38,2019-02-18,1109,N,VIIRS,n,2,293.75,2.38,D,0
40.96127,22.10733,325.2,0.46,0.39,2019-02-18,1109,N,VIIRS,n,2,292.79,1.55,D,0
41.18567,21.20833,325.28,0.49,0.4,2019-02-18,1109,N,VIIRS,n,2,289.01,3.18,D,0
41.26896,22.9405,330.62,0.43,0.38,2019-02-18,1109,N,VIIRS,n,2,292.88,5.21,D,0
41.26988,22.94553,339.85,0.43,0.38,2019-02-18,1109,N,VIIRS,n,2,294.09,5.21,D,0
41.39759,22.68477,327.77,0.43,0.38,2019-02-18,1109,N,VIIRS,n,2,290.95,5.41,D,0
41.39774,22.68643,343.81,0.44,0.38,2019-02-18,1109,N,VIIRS,n,2,290.79,9.7,D,0
41.44519,21.94058,340.37,0.46,0.39,2019-02-18,1109,N,VIIRS,n,2,293.46,4.66,D,2
41.45683,21.94248,333.79,0.46,0.39,2019-02-18,1109,N,VIIRS,n,2,292.22,3.47,D,0
41.71727,21.67517,344.66,0.46,0.39,2019-02-18,1109,N,VIIRS,n,2,294.78,5.96,D,0
41.71776,22.73565,329.48,0.43,0.38,2019-02-18,1109,N,VIIRS,n,2,290.16,2.7,D,0
41.77539,21.96045,343.21,0.45,0.39,2019-02-18,1109,N,VIIRS,n,2,292.04,5.06,D,0
41.88396,22.48363,329.25,0.44,0.38,2019-02-18,1109,N,VIIRS,n,2,288.85,1.56,D,0
41.89648,22.45197,353.28,0.44,0.38,2019-02-18,1109,N,VIIRS,n,2,293.44,9.64,D,0
41.93011,22.20021,330.16,0.44,0.39,2019-02-18,1109,N,VIIRS,n,2,293.4,4.89,D,0
41.96003,22.59941,345.63,0.43,0.38,2019-02-18,1109,N,VIIRS,n,2,291.51,8.47,D,0
41.98706,21.93612,335.93,0.45,0.39,2019-02-18,1109,N,VIIRS,n,2,297.1,4.29,D,0
42.07961,21.25062,326.86,0.47,0.4,2019-02-18,1109,N,VIIRS,n,2,291.9,4.39,D,0
42.11088,21.12341,329.24,0.48,0.4,2019-02-18,1109,N,VIIRS,n,2,291.43,2.85,D,0
42.11449,21.12224,331.59,0.48,0.4,2019-02-18,1109,N,VIIRS,n,2,291.29,7.58,D,0
42.12681,21.61248,333.36,0.46,0.39,2019-02-18,1109,N,VIIRS,n,2,292.53,2.75,D,0
42.24827,21.37723,330.85,0.47,0.4,2019-02-18,1109,N,VIIRS,n,2,292.98,3.03,D,0
42.24929,21.38081,329.08,0.47,0.39,2019-02-18,1109,N,VIIRS,n,2,287.9,4.41,D,0
42.26674,20.58348,328.22,0.5,0.41,2019-02-18,1109,N,VIIRS,n,2,289.12,3.13,D,0
42.31987,21.29395,329.73,0.47,0.4,2019-02-18,1109,N,VIIRS,n,2,290.24,2.53,D,0
41.44189,21.94325,321.44,0.54,0.68,2019-02-18,2327,N,VIIRS,n,2,274.72,3.89,N,2
41.44202,21.93612,322.44,0.54,0.68,2019-02-18,2327,N,VIIRS,n,2,272.88,3.89,N,2
41.44583,21.94059,344.46,0.54,0.68,2019-02-18,2327,N,VIIRS,n,2,274.31,6.35,N,2
41.4407,21.93859,311.78,0.56,0.52,2019-02-19,107,N,VIIRS,n,2,272.54,3.7,N,2
41.44529,21.94049,306.56,0.56,0.52,2019-02-19,107,N,VIIRS,n,2,272.52,1.74,N,2
42.01551,21.46566,314.9,0.51,0.5,2019-02-19,107,N,VIIRS,n,2,272.1,2.88,N,2
40.86518,22.83055,331.11,0.46,0.47,2019-02-19,1050,N,VIIRS,n,2,292.15,5.12,D,0
40.86639,22.8359,339.54,0.46,0.47,2019-02-19,1050,N,VIIRS,n,2,294.18,5.12,D,0
40.86649,22.83309,354.91,0.46,0.47,2019-02-19,1050,N,VIIRS,n,2,294.31,9.58,D,0
40.9093,22.05002,328.22,0.5,0.49,2019-02-19,1050,N,VIIRS,n,2,291.8,2.29,D,0
40.91994,22.9456,343.22,0.45,0.47,2019-02-19,1050,N,VIIRS,n,2,292.5,4.76,D,0
40.94813,21.56523,334.24,0.53,0.5,2019-02-19,1050,N,VIIRS,n,2,292.78,3.92,D,0
41.15596,22.98466,334.79,0.44,0.46,2019-02-19,1050,N,VIIRS,n,2,292.58,3.6,D,0
41.16015,22.98321,326.48,0.44,0.46,2019-02-19,1050,N,VIIRS,n,2,289.39,3.6,D,0
41.16557,22.98714,325.18,0.44,0.46,2019-02-19,1050,N,VIIRS,n,2,291.28,2.21,D,0
41.28624,21.43737,331.38,0.52,0.5,2019-02-19,1050,N,VIIRS,n,2,288.7,3.45,D,0
41.4423,21.9427,326.72,0.49,0.49,2019-02-19,1050,N,VIIRS,n,2,292.07,2.36,D,2
41.4441,21.54852,339.31,0.51,0.49,2019-02-19,1050,N,VIIRS,n,2,289.71,2.39,D,0
41.4447,21.55046,340.75,0.51,0.5,2019-02-19,1050,N,VIIRS,n,2,289.53,5.46,D,0
41.48999,21.37617,340.28,0.52,0.5,2019-02-19,1050,N,VIIRS,n,2,293.81,8.89,D,0
41.58904,22.93174,328.19,0.44,0.46,2019-02-19,1050,N,VIIRS,n,2,291.99,3.09,D,0
41.62933,21.41046,337.28,0.51,0.5,2019-02-19,1050,N,VIIRS,n,2,288.44,8.49,D,0
41.63026,21.41275,334.85,0.51,0.5,2019-02-19,1050,N,VIIRS,n,2,289.14,6.14,D,0
41.89639,22.44874,327.62,0.45,0.47,2019-02-19,1050,N,VIIRS,n,2,291.39,5.4,D,0
