latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.62254,22.84408,334.98,0.56,0.43,2023-01-02,1058,N,VIIRS,n,2,286.22,7.64,D,0
41.8193,21.36173,333.58,0.43,0.46,2023-01-02,1058,N,VIIRS,n,2,289.5,4.09,D,0
41.81972,21.36252,325.65,0.43,0.46,2023-01-02,1058,N,VIIRS,n,2,288.68,4.71,D,0
41.81916,21.36434,297.92,0.55,0.42,2023-01-03,56,N,VIIRS,n,2,275.49,1.2,N,0
41.82276,20.6251,337.57,0.42,0.45,2023-01-04,1201,N,VIIRS,n,2,283.38,5.65,D,0
41.10189,21.41374,331.49,0.4,0.37,2023-01-06,1123,N,VIIRS,n,2,285.22,3.55,D,0
41.29387,20.52833,328.01,0.41,0.45,2023-01-07,1104,N,VIIRS,n,2,283.28,1.88,D,0
42.1158,21.00147,311.55,0.73,0.76,2023-01-07,2322,N,VIIRS,n,2,273.88,4.73,N,0
42.12082,21.01453,308.39,0.73,0.76,2023-01-07,2322,N,VIIRS,n,2,272.61,3.48,N,0
42.11491,21.01394,297.72,0.41,0.45,2023-01-08,102,N,VIIRS,n,2,273.97,1.26,N,0
42.11939,21.01338,330.45,0.41,0.45,2023-01-08,102,N,VIIRS,n,2,273.95,1.26,N,0
41.59489,21.07196,352.46,0.46,0.64,2023-01-08,1226,N,VIIRS,n,2,288.92,7.41,D,0
41.59751,21.07034,346.66,0.46,0.64,2023-01-08,1226,N,VIIRS,n,2,286.11,4.89,D,0
41.59766,21.07559,325.65,0.46,0.64,2023-01-08,1226,N,VIIRS,n,2,282.3,4.89,D,0
41.39618,22.7592,357.45,0.32,0.55,2023-01-19,1039,N,VIIRS,n,2,286.95,5.88,D,0
41.39715,22.76287,346.0,0.32,0.55,2023-01-19,1039,N,VIIRS,n,2,284.15,5.88,D,0
41.90488,22.44637,352.21,0.32,0.55,2023-01-19,1039,N,VIIRS,n,2,290.89,11.52,D,0
41.90589,22.45017,356.18,0.32,0.55,2023-01-19,1039,N,VIIRS,l,2,288.89,13.78,D,0
41.89105,22.34873,351.15,0.45,0.63,2023-01-19,1220,N,VIIRS,n,2,284.78,6.87,D,0
41.2396,21.2061,337.52,0.39,0.36,2023-02-01,1136,N,VIIRS,n,2,288.37,11.94,D,0
41.89269,22.40519,330.1,0.4,0.37,2023-02-02,1117,N,VIIRS,n,2,285.99,6.59,D,0
41.8888,22.40323,331.79,0.47,0.39,2023-02-06,1142,N,VIIRS,n,2,279.81,4.97,D,0
41.88902,22.39981,338.21,0.47,0.39,2023-02-06,1142,N,VIIRS,n,2,279.7,7.99,D,0
41.39792,22.76317,335.26,0.38,0.36,2023-02-07,1123,N,VIIRS,n,2,282.51,6.51,D,0
41.31518,20.82936,351.86,0.45,0.63,2023-02-09,1226,N,VIIRS,n,2,280.39,7.39,D,0
41.49274,21.44206,338.13,0.48,0.65,2023-02-09,1226,N,VIIRS,n,2,275.61,4.18,D,0
41.05711,21.43622,338.99,0.48,0.4,2023-02-11,1148,N,VIIRS,n,2,285.49,4.41,D,0
41.14399,21.37214,325.48,0.48,0.4,2023-02-11,1148,N,VIIRS,n,2,284.21,2.02,D,0
41.14583,21.36974,325.56,0.48,0.4,2023-02-11,1148,N,VIIRS,n,2,283.74,2.2,D,0
41.30541,22.58117,328.45,0.54,0.42,2023-02-11,1148,N,VIIRS,n,2,282.87,3.26,D,0
41.40481,22.81105,339.7,0.55,0.43,2023-02-11,1148,N,VIIRS,n,2,284.1,8.73,D,0
41.4067,22.8093,335.03,0.56,0.43,2023-02-11,1148,N,VIIRS,n,2,282.72,6.63,D,0
41.62427,21.07676,350.75,0.47,0.4,2023-02-11,1148,N,VIIRS,n,2,285.45,8.84,D,0
41.80282,22.18168,329.17,0.53,0.42,2023-02-11,1149,N,VIIRS,n,2,288.9,7.16,D,0
41.82373,22.11931,329.93,0.52,0.42,2023-02-11,1149,N,VIIRS,n,2,286.88,2.63,D,0
41.84938,22.25136,327.52,0.53,0.42,2023-02-11,1149,N,VIIRS,n,2,282.3,2.27,D,0
41.85156,22.31005,328.92,0.53,0.42,2023-02-11,1149,N,VIIRS,n,2,283.87,4.33,D,0
41.87078,22.41908,328.02,0.54,0.42,2023-02-11,1149,N,VIIRS,n,2,281.32,1.76,D,0
41.89729,22.40647,329.87,0.54,0.42,2023-02-11,1149,N,VIIRS,n,2,284.67,7.28,D,0
41.8973,22.44649,325.08,0.54,0.42,2023-02-11,1149,N,VIIRS,n,2,282.76,2.16,D,0
41.89757,22.44752,329.86,0.54,0.42,2023-02-11,1149,N,VIIRS,n,2,283.38,5.04,D,0
41.85894,22.31046,327.69,0.39,0.36,2023-02-12,1130,N,VIIRS,n,2,279.87,3.04,D,0
41.86226,22.30961,327.73,0.39,0.36,2023-02-12,1130,N,VIIRS,n,2,277.83,4.6,D,0
41.19025,21.46441,337.58,0.48,0.4,2023-02-13,1111,N,VIIRS,n,2,285.5,4.73,D,0
41.86396,22.38566,339.35,0.44,0.38,2023-02-13,1111,N,VIIRS,n,2,284.89,3.97,D,0
41.86742,22.3845,326.0,0.44,0.38,2023-02-13,1111,N,VIIRS,n,2,283.28,1.94,D,0
41.87426,22.42103,327.77,0.44,0.38,2023-02-13,1111,N,VIIRS,n,2,283.89,2.43,D,0
41.93916,20.91064,340.57,0.49,0.41,2023-02-13,1111,N,VIIRS,n,2,282.96,6.71,D,0
41.13565,21.27744,327.97,0.54,0.51,2023-02-14,1052,N,VIIRS,n,2,285.07,6.43,D,0
40.95886,21.44869,344.62,0.57,0.69,2023-02-14,1232,N,VIIRS,n,2,286.26,7.15,D,0
42.01607,21.46457,304.61,0.47,0.4,2023-02-15,50,N,VIIRS,n,2,270.35,1.19,N,2
41.39256,22.78464,332.49,0.38,0.59,2023-02-15,1214,N,VIIRS,n,2,285.34,2.28,D,0
41.39344,22.78432,333.95,0.38,0.59,2023-02-15,1214,N,VIIRS,n,2,284.6,2.72,D,0
41.87253,22.4654,335.74,0.37,0.58,2023-02-15,1214,N,VIIRS,n,2,285.56,3.39,D,0
41.88243,22.41131,328.54,0.37,0.58,2023-02-15,1214,N,VIIRS,n,2,286.8,1.79,D,0
41.88476,22.34268,340.39,0.37,0.58,2023-02-15,1214,N,VIIRS,n,2,285.58,2.11,D,0
41.88609,22.40956,332.1,0.37,0.58,2023-02-15,1214,N,VIIRS,n,2,286.86,2.36,D,0
41.89128,22.40456,340.51,0.37,0.58,2023-02-15,1214,N,VIIRS,n,2,287.56,4.75,D,0
41.89198,22.41823,331.99,0.37,0.58,2023-02-15,1214,N,VIIRS,n,2,285.2,4.02,D,0
41.89286,22.40126,339.44,0.37,0.58,2023-02-15,1214,N,VIIRS,n,2,287.92,5.13,D,0
41.89368,22.41949,349.34,0.37,0.58,2023-02-15,1214,N,VIIRS,n,2,286.61,4.03,D,0
40.96976,21.4603,326.2,0.76,0.77,2023-02-16,1015,N,VIIRS,n,2,284.14,3.12,D,0
41.027,20.60551,341.85,0.52,0.41,2023-02-16,1155,N,VIIRS,n,2,290.23,13.43,D,0
41.16741,21.39787,333.33,0.56,0.43,2023-02-16,1155,N,VIIRS,n,2,289.85,6.34,D,0
41.17389,21.18546,327.46,0.55,0.43,2023-02-16,1155,N,VIIRS,n,2,289.02,4.48,D,0
41.86416,22.36329,350.03,0.42,0.45,2023-02-16,1155,N,VIIRS,n,2,290.27,6.02,D,0
41.86836,22.36264,349.88,0.42,0.45,2023-02-16,1155,N,VIIRS,n,2,289.81,7.39,D,0
41.89109,20.8542,330.46,0.54,0.42,2023-02-16,1155,N,VIIRS,n,2,292.8,5.66,D,0
41.89492,20.85282,343.19,0.54,0.42,2023-02-16,1155,N,VIIRS,n,2,290.22,5.66,D,0
41.89515,20.85388,331.76,0.54,0.42,2023-02-16,1155,N,VIIRS,n,2,290.62,9.63,D,0
42.34115,21.7082,337.71,0.4,0.44,2023-02-16,1155,N,VIIRS,n,2,286.77,3.19,D,0
42.3484,21.69686,334.91,0.4,0.44,2023-02-16,1155,N,VIIRS,n,2,287.58,3.28,D,0
41.0697,21.2189,334.9,0.39,0.36,2023-02-17,1136,N,VIIRS,n,2,289.13,2.71,D,0
41.41449,21.31198,327.12,0.39,0.36,2023-02-17,1136,N,VIIRS,n,2,287.96,2.29,D,0
41.46873,22.58702,340.27,0.42,0.37,2023-02-17,1136,N,VIIRS,n,2,291.12,5.51,D,0
41.47216,22.58623,341.58,0.42,0.37,2023-02-17,1136,N,VIIRS,n,2,291.54,5.51,D,0
41.47412,22.60126,340.04,0.42,0.37,2023-02-17,1136,N,VIIRS,n,2,292.82,3.79,D,0
41.86418,22.33629,332.52,0.41,0.37,2023-02-17,1136,N,VIIRS,n,2,288.96,2.08,D,0
41.86898,22.59298,327.56,0.42,0.38,2023-02-17,1136,N,VIIRS,n,2,288.01,2.84,D,0
41.86963,22.59801,329.64,0.42,0.38,2023-02-17,1136,N,VIIRS,n,2,290.24,4.4,D,0
41.87005,22.27344,333.35,0.41,0.37,2023-02-17,1136,N,VIIRS,n,2,288.08,4.32,D,0
41.87289,22.45777,328.09,0.42,0.37,2023-02-17,1136,N,VIIRS,n,2,290.84,1.9,D,0
41.88255,22.4504,342.09,0.42,0.37,2023-02-17,1136,N,VIIRS,n,2,289.76,3.9,D,0
42.31888,21.72024,338.75,0.4,0.37,2023-02-17,1136,N,VIIRS,n,2,290.38,2.57,D,0
42.32226,21.71942,325.46,0.4,0.37,2023-02-17,1136,N,VIIRS,n,2,287.04,2.57,D,0
41.74811,21.08214,303.88,0.57,0.52,2023-02-17,2354,N,VIIRS,n,2,272.29,1.55,N,0
40.96159,22.9003,341.79,0.4,0.37,2023-02-18,1117,N,VIIRS,n,2,291.45,1.37,D,0
40.98066,22.90952,338.71,0.4,0.37,2023-02-18,1117,N,VIIRS,n,2,291.94,2.1,D,0
41.09568,22.79789,327.75,0.4,0.37,2023-02-18,1117,N,VIIRS,n,2,289.94,1.34,D,0
41.19746,21.46811,331.03,0.43,0.38,2023-02-18,1117,N,VIIRS,n,2,289.11,3.53,D,0
41.39362,22.70518,331.3,0.4,0.37,2023-02-18,1117,N,VIIRS,n,2,284.72,3.21,D,0
41.89118,22.35373,330.64,0.4,0.37,2023-02-18,1117,N,VIIRS,n,2,281.71,4.93,D,0
42.08447,20.63974,331.7,0.44,0.39,2023-02-18,1117,N,VIIRS,n,2,272.86,5.53,D,0
41.26165,21.20056,335.31,0.46,0.47,2023-02-19,1058,N,VIIRS,n,2,290.71,3.97,D,0
41.27544,21.41726,338.9,0.44,0.46,2023-02-19,1058,N,VIIRS,n,2,292.72,7.04,D,0
41.27664,21.4126,337.05,0.45,0.47,2023-02-19,1058,N,VIIRS,n,2,293.02,3.34,D,0
41.40978,21.3779,340.57,0.44,0.46,2023-02-19,1058,N,VIIRS,n,2,292.97,7.34,D,0
41.46077,22.74151,327.76,0.38,0.43,2023-02-19,1058,N,VIIRS,n,2,291.66,1.82,D,0
41.46458,22.75953,337.63,0.38,0.43,2023-02-19,1058,N,VIIRS,n,2,290.49,5.61,D,0
41.72853,22.43718,326.81,0.39,0.44,2023-02-19,1058,N,VIIRS,n,2,292.33,2.83,D,0
41.85228,22.27978,336.38,0.39,0.44,2023-02-19,1058,N,VIIRS,n,2,291.7,1.96,D,0
41.86981,22.43793,326.4,0.39,0.44,2023-02-19,1058,N,VIIRS,n,2,290.7,1.93,D,0
41.89234,22.44412,328.54,0.39,0.44,2023-02-19,1058,N,VIIRS,n,2,292.05,1.7,D,0
41.90214,22.45027,325.18,0.39,0.44,2023-02-19,1058,N,VIIRS,n,2,292.36,1.23,D,0
41.90413,22.45944,337.19,0.39,0.44,2023-02-19,1058,N,VIIRS,n,2,293.62,3.92,D,0
42.19494,20.68139,332.12,0.46,0.47,2023-02-19,1058,N,VIIRS,n,2,287.73,2.26,D,0
42.2069,21.47676,326.5,0.42,0.45,2023-02-19,1058,N,VIIRS,n,2,283.57,1.91,D,0
42.32698,21.71954,325.47,0.41,0.45,2023-02-19,1058,N,VIIRS,n,2,287.6,2.18,D,0
41.35321,21.47702,343.71,0.7,0.75,2023-02-19,1239,N,VIIRS,n,2,285.62,8.52,D,0
41.35829,21.47827,349.33,0.7,0.75,2023-02-19,1239,N,VIIRS,n,2,285.59,12.9,D,0
41.39767,22.0485,325.4,0.74,0.76,2023-02-19,1239,N,VIIRS,n,2,291.61,4.05,D,0
41.88982,22.29262,347.21,0.77,0.77,2023-02-19,1239,N,VIIRS,n,2,290.41,9.43,D,0
41.89001,22.29181,350.47,0.77,0.77,2023-02-19,1239,N,VIIRS,n,2,290.96,11.81,D,0
42.22957,21.0432,325.41,0.67,0.74,2023-02-19,1239,N,VIIRS,n,2,280.22,6.0,D,0
42.22997,21.03969,328.09,0.67,0.73,2023-02-19,1239,N,VIIRS,n,2,281.29,5.86,D,0
41.46982,22.59625,333.94,0.33,0.55,2023-02-20,1039,N,VIIRS,n,2,289.1,3.12,D,0
41.4747,22.59405,349.19,0.33,0.55,2023-02-20,1039,N,VIIRS,n,2,288.11,3.12,D,0
41.86589,22.2321,367.0,0.33,0.56,2023-02-20,1040,N,VIIRS,h,2,290.44,6.53,D,0
41.87578,22.36601,327.16,0.33,0.55,2023-02-20,1040,N,VIIRS,n,2,285.66,2.43,D,0
41.87918,22.36395,334.1,0.33,0.55,2023-02-20,1040,N,VIIRS,n,2,286.2,3.0,D,0
41.44489,22.75096,347.21,0.46,0.64,2023-02-20,1220,N,VIIRS,n,2,287.93,5.24,D,0
41.45225,22.61968,352.3,0.45,0.63,2023-02-20,1220,N,VIIRS,n,2,288.41,5.44,D,0
41.86723,22.39174,344.91,0.45,0.63,2023-02-20,1220,N,VIIRS,n,2,287.91,6.2,D,0
41.87291,20.9649,327.52,0.38,0.58,2023-02-20,1220,N,VIIRS,n,2,286.07,3.04,D,0
41.98898,22.64222,341.29,0.46,0.64,2023-02-20,1220,N,VIIRS,n,2,285.29,7.44,D,0
41.98914,22.64797,331.54,0.46,0.64,2023-02-20,1220,N,VIIRS,n,2,285.64,10.17,D,0
42.18126,20.73255,327.16,0.37,0.58,2023-02-20,1220,N,VIIRS,n,2,284.32,3.38,D,0
42.01435,21.46475,304.9,0.39,0.36,2023-02-21,38,N,VIIRS,n,2,273.39,0.9,N,2
41.08104,22.23343,332.15,0.49,0.48,2023-02-21,1201,N,VIIRS,n,2,295.81,3.1,D,0
41.1824,21.67853,328.81,0.46,0.47,2023-02-21,1201,N,VIIRS,n,2,296.09,2.03,D,0
41.18676,21.6778,327.63,0.46,0.47,2023-02-21,1201,N,VIIRS,n,2,294.44,2.03,D,0
41.87628,22.4044,338.24,0.51,0.49,2023-02-21,1201,N,VIIRS,n,2,295.71,5.1,D,0
41.87783,22.3048,338.12,0.5,0.49,2023-02-21,1201,N,VIIRS,n,2,291.25,3.36,D,0
41.89028,22.34649,339.47,0.5,0.49,2023-02-21,1201,N,VIIRS,n,2,292.77,4.57,D,0
41.89212,22.25269,333.19,0.5,0.49,2023-02-21,1201,N,VIIRS,n,2,295.27,4.25,D,0
41.8926,22.25881,335.01,0.5,0.49,2023-02-21,1201,N,VIIRS,n,2,293.06,4.34,D,0
41.89265,22.25804,339.37,0.5,0.49,2023-02-21,1201,N,VIIRS,n,2,293.72,8.83,D,0
41.89815,22.20823,327.0,0.5,0.49,2023-02-21,1201,N,VIIRS,n,2,295.67,3.39,D,0
41.90186,22.20242,329.12,0.5,0.49,2023-02-21,1201,N,VIIRS,n,2,297.14,4.66,D,0
41.90234,22.2084,339.9,0.5,0.49,2023-02-21,1201,N,VIIRS,n,2,296.39,7.95,D,0
41.90268,22.20753,340.89,0.5,0.49,2023-02-21,1201,N,VIIRS,n,2,295.44,7.77,D,0
42.26808,21.17683,327.35,0.45,0.47,2023-02-21,1201,N,VIIRS,n,2,292.57,1.66,D,0
40.90919,22.70694,328.04,0.47,0.39,2023-02-22,1142,N,VIIRS,n,2,291.89,1.95,D,0
40.95917,21.37324,331.53,0.42,0.38,2023-02-22,1142,N,VIIRS,n,2,291.46,2.43,D,0
41.13835,21.25625,336.27,0.42,0.38,2023-02-22,1142,N,VIIRS,n,2,294.33,5.9,D,0
41.25439,21.21164,328.06,0.42,0.38,2023-02-22,1142,N,VIIRS,n,2,292.02,2.77,D,0
41.27843,21.19309,328.61,0.42,0.38,2023-02-22,1142,N,VIIRS,n,2,292.76,3.26,D,0
41.33607,21.36724,333.96,0.43,0.38,2023-02-22,1142,N,VIIRS,n,2,296.27,3.81,D,0
41.33954,21.36647,328.51,0.43,0.38,2023-02-22,1142,N,VIIRS,n,2,292.97,3.81,D,0
41.34365,21.37078,335.87,0.43,0.38,2023-02-22,1142,N,VIIRS,n,2,295.16,3.59,D,0
41.34712,21.37001,341.88,0.43,0.38,2023-02-22,1142,N,VIIRS,n,2,294.66,3.59,D,0
41.36511,21.37123,333.02,0.43,0.38,2023-02-22,1142,N,VIIRS,n,2,295.73,2.72,D,0
41.40899,22.80795,330.78,0.47,0.4,2023-02-22,1142,N,VIIRS,n,2,293.99,1.91,D,0
41.41265,22.80723,328.01,0.47,0.4,2023-02-22,1142,N,VIIRS,n,2,295.06,1.91,D,0
41.52255,21.91762,332.7,0.44,0.39,2023-02-22,1142,N,VIIRS,n,2,298.16,9.23,D,0
41.55366,21.41282,338.41,0.43,0.38,2023-02-22,1142,N,VIIRS,n,2,294.32,4.85,D,0
41.55713,21.41195,336.79,0.43,0.38,2023-02-22,1142,N,VIIRS,n,2,292.06,6.22,D,0
41.64088,21.73752,344.2,0.44,0.38,2023-02-22,1142,N,VIIRS,n,2,296.18,10.48,D,0
41.83154,22.23441,326.82,0.46,0.39,2023-02-22,1142,N,VIIRS,n,2,296.87,1.2,D,0
41.85531,22.28046,327.47,0.46,0.39,2023-02-22,1142,N,VIIRS,n,2,294.49,2.47,D,0
41.8566,22.29155,340.14,0.46,0.39,2023-02-22,1142,N,VIIRS,n,2,293.67,5.54,D,0
41.89081,22.42726,332.46,0.47,0.39,2023-02-22,1142,N,VIIRS,n,2,296.74,4.77,D,0
41.90792,22.44668,325.76,0.47,0.39,2023-02-22,1142,N,VIIRS,l,2,296.1,2.36,D,0
41.90821,20.89353,328.01,0.42,0.37,2023-02-22,1142,N,VIIRS,n,2,294.06,2.97,D,0
42.12646,21.11146,327.0,0.42,0.38,2023-02-22,1142,N,VIIRS,n,2,294.37,3.48,D,0
42.16171,22.14654,326.89,0.46,0.39,2023-02-22,1142,N,VIIRS,n,2,292.17,3.0,D,0
41.17518,22.496,325.37,0.39,0.36,2023-02-23,1123,N,VIIRS,n,2,289.41,1.21,D,0
41.39537,22.76569,329.43,0.38,0.36,2023-02-23,1123,N,VIIRS,n,2,283.83,3.52,D,0
41.43972,22.68349,332.03,0.38,0.36,2023-02-23,1123,N,VIIRS,n,2,285.41,2.02,D,0
41.46642,22.76657,336.01,0.38,0.36,2023-02-23,1123,N,VIIRS,n,2,290.39,2.86,D,0
41.52097,21.99163,333.1,0.39,0.36,2023-02-23,1123,N,VIIRS,n,2,288.89,2.85,D,0
41.52226,21.98792,326.94,0.39,0.36,2023-02-23,1123,N,VIIRS,n,2,289.05,2.29,D,0
41.52566,22.10588,331.91,0.39,0.36,2023-02-23,1123,N,VIIRS,n,2,287.96,3.9,D,0
41.52821,22.10034,332.38,0.39,0.36,2023-02-23,1123,N,VIIRS,n,2,289.72,4.56,D,0
41.57008,21.40744,334.29,0.39,0.37,2023-02-23,1123,N,VIIRS,n,2,281.71,11.87,D,0
41.89842,22.3947,331.08,0.39,0.36,2023-02-23,1123,N,VIIRS,n,2,286.58,3.74,D,0
41.89975,22.49036,326.42,0.38,0.36,2023-02-23,1123,N,VIIRS,n,2,289.9,1.32,D,0
42.08851,22.30605,329.32,0.39,0.36,2023-02-23,1123,N,VIIRS,n,2,282.54,2.34,D,0
42.29421,21.105,330.75,0.4,0.37,2023-02-23,1124,N,VIIRS,n,2,269.83,2.82,D,0
41.059,21.3554,332.3,0.38,0.43,2023-02-24,1104,N,VIIRS,n,2,291.05,2.44,D,0
41.83781,22.2596,346.04,0.51,0.41,2023-02-24,1104,N,VIIRS,n,2,297.81,19.74,D,0
41.89479,22.42484,297.5,0.5,0.41,2023-02-24,1104,N,VIIRS,l,2,297.85,30.09,D,0
41.89597,22.43077,332.8,0.5,0.41,2023-02-24,1104,N,VIIRS,n,2,293.66,25.97,D,0
41.7488,21.06582,326.83,0.32,0.55,2023-02-25,1046,N,VIIRS,n,2,285.68,3.05,D,0
41.92832,20.90681,325.69,0.54,0.68,2023-02-26,1027,N,VIIRS,n,2,283.34,5.2,D,0
41.93261,20.91026,347.68,0.54,0.68,2023-02-26,1027,N,VIIRS,n,2,285.53,7.35,D,0
42.01529,21.4635,298.34,0.6,0.53,2023-03-07,115,N,VIIRS,n,2,274.57,0.96,N,2
41.93912,22.38942,303.5,0.41,0.37,2023-03-09,38,N,VIIRS,n,2,274.56,0.77,N,0
42.01484,21.46686,309.49,0.39,0.36,2023-03-09,38,N,VIIRS,n,2,274.54,0.75,N,2
41.44753,21.90637,325.9,0.6,0.7,2023-03-09,1021,N,VIIRS,n,2,287.15,3.24,D,0
41.42287,22.81558,330.92,0.49,0.4,2023-03-12,1105,N,VIIRS,n,2,291.94,3.0,D,0
41.29673,21.592,338.91,0.49,0.65,2023-03-13,1227,N,VIIRS,n,2,288.32,7.45,D,0
41.29684,21.59597,367.0,0.49,0.65,2023-03-13,1227,N,VIIRS,h,2,290.43,7.45,D,0
41.47632,21.91096,349.06,0.5,0.66,2023-03-13,1227,N,VIIRS,n,2,288.91,4.71,D,0
41.47777,21.90741,331.21,0.5,0.66,2023-03-13,1227,N,VIIRS,n,2,290.7,3.16,D,0
42.01451,21.46575,306.7,0.4,0.37,2023-03-15,25,N,VIIRS,n,2,276.24,1.21,N,2
41.00411,21.0266,299.5,0.4,0.37,2023-03-15,26,N,VIIRS,n,2,270.89,0.81,N,0
41.00477,21.02186,296.4,0.4,0.37,2023-03-15,26,N,VIIRS,n,2,270.26,0.81,N,0
41.00813,21.02269,317.33,0.4,0.37,2023-03-15,26,N,VIIRS,n,2,269.4,1.76,N,0
41.00879,21.01795,325.24,0.4,0.37,2023-03-15,26,N,VIIRS,n,2,269.27,1.35,N,0
41.01149,21.02352,312.68,0.4,0.37,2023-03-15,26,N,VIIRS,n,2,268.26,1.76,N,0
41.01215,21.01878,303.82,0.4,0.37,2023-03-15,26,N,VIIRS,n,2,267.0,1.35,N,0
41.01282,21.01404,300.41,0.4,0.37,2023-03-15,26,N,VIIRS,n,2,266.1,1.35,N,0
42.31741,20.84164,334.71,0.45,0.63,2023-03-19,1034,N,VIIRS,n,2,289.09,3.04,D,0
42.01508,21.46273,296.66,0.38,0.36,2023-03-20,32,N,VIIRS,n,2,272.32,1.15,N,2
42.01429,21.46172,301.55,0.54,0.42,2023-03-24,57,N,VIIRS,n,2,277.88,1.21,N,0
41.32261,20.84287,338.3,0.37,0.58,2023-03-24,1220,N,VIIRS,n,2,298.88,3.05,D,0
41.32804,20.84276,337.51,0.37,0.58,2023-03-24,1220,N,VIIRS,n,2,295.61,3.05,D,0
41.34367,21.50421,328.34,0.4,0.6,2023-03-24,1220,N,VIIRS,n,2,295.61,1.52,D,0
42.19846,21.49271,344.39,0.4,0.6,2023-03-24,1221,N,VIIRS,n,2,297.1,5.03,D,0
42.20131,21.49,338.53,0.4,0.6,2023-03-24,1221,N,VIIRS,n,2,295.15,3.75,D,0
42.26823,21.40687,327.97,0.4,0.6,2023-03-24,1221,N,VIIRS,n,2,297.74,1.45,D,0
40.89164,21.28686,303.61,0.43,0.38,2023-03-26,20,N,VIIRS,n,2,276.95,0.98,N,0
40.89321,21.3024,297.4,0.43,0.38,2023-03-26,20,N,VIIRS,n,2,277.49,0.33,N,0
41.36038,21.57296,337.16,0.43,0.38,2023-03-26,1143,N,VIIRS,n,2,298.19,5.09,D,0
41.47723,22.12841,338.79,0.45,0.39,2023-03-26,1143,N,VIIRS,n,2,301.6,5.52,D,0
41.63984,22.22071,339.39,0.46,0.39,2023-03-26,1143,N,VIIRS,n,2,297.24,4.67,D,0
41.82903,22.22176,332.67,0.46,0.39,2023-03-26,1143,N,VIIRS,n,2,300.55,3.24,D,0
41.88494,22.41582,330.38,0.47,0.39,2023-03-26,1143,N,VIIRS,n,2,294.96,2.38,D,0
41.89082,22.46654,330.99,0.47,0.4,2023-03-26,1143,N,VIIRS,n,2,297.6,4.25,D,0
41.89085,20.85585,333.82,0.42,0.37,2023-03-26,1143,N,VIIRS,n,2,301.32,3.83,D,0
41.93663,21.5951,331.88,0.44,0.38,2023-03-26,1143,N,VIIRS,n,2,297.57,5.44,D,0
41.93699,21.59208,343.55,0.44,0.38,2023-03-26,1143,N,VIIRS,n,2,297.88,8.39,D,0
41.85313,20.84037,348.78,0.45,0.63,2023-03-29,1227,N,VIIRS,n,2,287.59,6.47,D,0
41.24938,22.53116,311.17,0.46,0.39,2023-03-30,45,N,VIIRS,n,2,270.2,1.29,N,0
41.24975,22.53236,310.89,0.46,0.39,2023-03-30,45,N,VIIRS,n,2,270.31,1.67,N,0
41.60469,22.52119,348.34,0.46,0.64,2023-03-30,1028,N,VIIRS,n,2,288.68,6.44,D,0
41.60581,22.51803,354.0,0.46,0.64,2023-03-30,1028,N,VIIRS,n,2,288.82,7.32,D,0
41.00882,21.0398,329.3,0.51,0.49,2023-03-30,1208,N,VIIRS,n,2,290.83,3.88,D,0
41.02121,21.50967,335.27,0.54,0.51,2023-03-30,1208,N,VIIRS,n,2,295.25,3.78,D,0
41.82274,21.37498,337.0,0.54,0.51,2023-03-30,1208,N,VIIRS,n,2,287.61,4.2,D,0
41.82749,21.37485,327.8,0.54,0.51,2023-03-30,1208,N,VIIRS,n,2,287.41,4.18,D,0
41.30066,20.81834,333.7,0.46,0.39,2023-03-31,1149,N,VIIRS,n,2,293.2,3.99,D,0
41.50006,21.925,327.85,0.51,0.41,2023-03-31,1149,N,VIIRS,n,2,298.36,2.04,D,0
41.50167,21.9266,328.95,0.51,0.41,2023-03-31,1149,N,VIIRS,n,2,298.46,2.65,D,0
41.75526,20.93899,345.35,0.47,0.4,2023-03-31,1149,N,VIIRS,n,2,301.03,7.92,D,0
41.09235,22.71526,331.13,0.39,0.36,2023-04-01,1130,N,VIIRS,n,2,294.26,1.26,D,0
41.7258,22.13578,300.07,0.5,0.49,2023-04-06,2354,N,VIIRS,n,2,273.46,0.78,N,2
41.44234,21.93754,295.84,0.56,0.68,2023-04-07,135,N,VIIRS,n,2,270.25,1.24,N,0
41.4461,21.94045,333.6,0.41,0.37,2023-04-07,1118,N,VIIRS,n,2,296.49,2.76,D,0
41.4919,22.64782,335.45,0.4,0.37,2023-04-07,1118,N,VIIRS,n,2,294.74,7.4,D,0
41.44289,21.94186,297.83,0.33,0.55,2023-04-08,116,N,VIIRS,n,2,275.68,1.33,N,0
41.44386,21.93819,322.85,0.33,0.55,2023-04-08,116,N,VIIRS,n,2,277.09,1.33,N,0
41.44332,21.93973,324.03,0.43,0.46,2023-04-12,1,N,VIIRS,n,2,278.89,12.09,N,0
41.4438,21.9344,331.0,0.43,0.46,2023-04-12,1,N,VIIRS,n,2,276.15,12.09,N,0
40.9994,21.03698,335.42,0.4,0.37,2023-04-12,1124,N,VIIRS,n,2,288.18,6.13,D,0
41.7233,22.13299,295.41,0.37,0.58,2023-04-12,2342,N,VIIRS,n,2,273.69,0.47,N,2
41.44393,21.93759,367.0,0.39,0.6,2023-04-13,122,N,VIIRS,h,2,280.64,19.32,N,0
41.44515,21.9333,295.1,0.39,0.6,2023-04-13,122,N,VIIRS,n,2,273.73,12.5,N,0
